Tweet,Date,FC,RC,Hashtags,DOW,Month,Hour,Minute,Time
Here is another CNN lie. The Clinton News Network is losing all credibility. I’m not watching it much anymore.,2016-06-23 19:35:45+00:00,11615,5502,,Thursday,6,19,35,19.58
"CNN, which is totally biased in favor of Clinton, should apologize. They knew they were wrong.",2016-06-23 19:34:35+00:00,10390,4955,,Thursday,6,19,34,19.57
"ISIS threatens us today because of the decisions Hillary Clinton has made along with President Obama."" -- Donald J. Trump",2016-06-23 13:20:29+00:00,20451,7511,,Thursday,6,13,20,13.33
"""Hillary Clinton may be the most corrupt person ever to seek the presidency."" -- Donald J. Trump",2016-06-23 13:17:35+00:00,21000,7857,,Thursday,6,13,17,13.28
Hillary says things can't change. I say they have to change. It's a choice between Americanism and her corrupt globalism. #Imwithyou,2016-06-22 19:00:47+00:00,29097,11909,#Imwithyou,Wednesday,6,19,0,19.0
Crooked Hillary refuses to say that she will be raising taxes beyond belief! She will be a disaster for jobs and the economy!,2016-06-22 03:16:27+00:00,23204,7919,,Wednesday,6,3,16,3.27
"Hillary defrauded America as Secy of State. She used it as a personal hedge fund to get herself rich! Corrupt, dangerous, dishonest.",2016-06-21 17:19:22+00:00,26923,10989,,Tuesday,6,17,19,17.32
"If you want to know about Hillary Clinton's honesty & judgment, ask the family of Ambassador Stevens.",2016-06-21 17:17:49+00:00,20765,9536,,Tuesday,6,17,17,17.28
Hillary took money and did favors for regimes that enslave women and murder gays.,2016-06-21 17:16:14+00:00,23104,11001,,Tuesday,6,17,16,17.27
Obama-Clinton inherited $10T in debt and turned it into nearly $20T. They have bankrupted… https://www.instagram.com/p/BG7IYzumhZw/,2016-06-21 16:53:07+00:00,12199,5248,,Tuesday,6,16,53,16.88
Hillary Clinton's open borders immigration policies will drive down wages for all Americans - and make everyone less safe.,2016-06-21 16:44:28+00:00,18556,7199,,Tuesday,6,16,44,16.73
How can Hillary run the economy when she can't even send emails without putting entire nation at risk?,2016-06-21 16:42:47+00:00,32703,15110,,Tuesday,6,16,42,16.7
"Hillary Clinton surged the trade deficit with China 40% as Secretary of State, costing Americans millions of jobs.",2016-06-21 16:38:07+00:00,14567,5697,,Tuesday,6,16,38,16.63
"Hillary says this election is about judgment. She's right. Her judgement has killed thousands, unleashed ISIS and wrecked the economy.",2016-06-21 16:36:40+00:00,32603,13654,,Tuesday,6,16,36,16.6
I will be making a big speech tomorrow to discuss the failed policies and bad judgment of Crooked Hillary Clinton.,2016-06-21 14:22:08+00:00,22355,7288,,Tuesday,6,14,22,14.37
"Crooked Hillary Clinton is totally unfit to be our president-really bad judgement and a temperament, according to new book, which is a mess!",2016-06-21 10:38:49+00:00,20507,6738,,Tuesday,6,10,38,10.63
"When I said that if, within the Orlando club, you had some people with guns, I was obviously talking about additional guards or employees",2016-06-20 10:24:12+00:00,24697,6334,,Monday,6,10,24,10.4
.@DJohnsonPGA We are so proud of you Dustin. Your reaction under pressure was amazing. First of many Majors. You are a true CHAMPION!,2016-06-20 01:22:16+00:00,17612,4605,,Monday,6,1,22,1.37
"""@bfraser747: Watch out HillaryClinton Support @realDonaldTrump #MakeAmericaGreatAgain """,2016-06-19 13:17:35+00:00,23988,8703,#MakeAmericaGreatAgain,Sunday,6,13,17,13.28
"Yesterday's failing @NYTimes fraudulently shows an empty room prior to my speech, when in fact, it was packed!",2016-06-19 03:01:15+00:00,22014,8461,,Sunday,6,3,1,3.02
How can the NY Times show an empty room hours before my speech even started when they knew it was going to be packed? So totally dishonest!,2016-06-19 02:57:51+00:00,20900,6192,,Sunday,6,2,57,2.95
MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!,2016-06-17 11:24:04+00:00,31386,12653,,Friday,6,11,24,11.4
People very unhappy with Crooked Hillary and Obama on JOBS and SAFETY! Biggest trade deficit in many years! More attacks will follow Orlando,2016-06-17 11:20:36+00:00,18636,5890,,Friday,6,11,20,11.33
"I will be meeting with the NRA, who has endorsed me, about not allowing people on the terrorist watch list, or the no fly list, to buy guns.",2016-06-15 13:50:31+00:00,39560,11233,,Wednesday,6,13,50,13.83
The press is so totally biased that we have no choice but to take our tough but fair and smart message directly to the people!,2016-06-15 13:44:14+00:00,22235,7170,,Wednesday,6,13,44,13.73
"An: Media fell all over themselves criticizing what DonaldTrump ""may have insinuated about @POTUS."" But he's right:",2016-06-15 13:38:17+00:00,11593,6466,,Wednesday,6,13,38,13.63
HAPPY 241st BIRTHDAY to the @USArmy! THANK YOU!,2016-06-14 18:09:57+00:00,29730,8285,,Tuesday,6,18,9,18.15
Thank you to the LGBT community! I will fight for you while Hillary brings in more people that will threaten your freedoms and beliefs.,2016-06-14 17:31:58+00:00,54032,29729,,Tuesday,6,17,31,17.52
AMERICA FIRST!,2016-06-14 12:28:16+00:00,38793,16167,,Tuesday,6,12,28,12.47
"American must now get very tough, very smart and very vigilant. We cannot admit people into our country without extraordinary screening.",2016-06-14 12:26:49+00:00,35448,11987,,Tuesday,6,12,26,12.43
"In my speech on protecting America I spoke about a temporary ban, which includes suspending immigration from nations tied to Islamic terror.",2016-06-13 21:10:26+00:00,31279,10406,,Monday,6,21,10,21.17
I have been hitting Obama and Crooked Hillary hard on not using the term Radical Islamic Terror. Hillary just broke-said she would now use!,2016-06-13 14:59:25+00:00,26352,7723,,Monday,6,14,59,14.98
What has happened in Orlando is just the beginning. Our leadership is weak and ineffective. I called it and asked for the ban. Must be tough,2016-06-12 20:47:36+00:00,59704,22083,,Sunday,6,20,47,20.78
"""@WandaWalls20: @realDonaldTrump Please make us safe. We cannot have Hillary as president. We will be in so much trouble.",2016-06-12 19:02:42+00:00,25392,7536,,Sunday,6,19,2,19.03
"Reporting that Orlando killer shouted ""Allah hu Akbar!"" as he slaughtered clubgoers. 2nd man arrested in LA with rifles near Gay parade.",2016-06-12 18:52:13+00:00,27983,12986,,Sunday,6,18,52,18.87
Is President Obama going to finally mention the words radical Islamic terrorism? If he doesn't he should immediately resign in disgrace!,2016-06-12 17:58:00+00:00,76016,31187,,Sunday,6,17,58,17.97
"Appreciate the congrats for being right on radical Islamic terrorism, I don't want congrats, I want toughness & vigilance. We must be smart!",2016-06-12 16:43:17+00:00,60647,21649,,Sunday,6,16,43,16.72
"Horrific incident in FL. Praying for all the victims & their families. When will this stop? When will we get tough, smart & vigilant?",2016-06-12 15:45:19+00:00,65880,23668,,Sunday,6,15,45,15.75
Clinton made a false ad about me where I was imitating a reporter GROVELING after he changed his story. I would NEVER mock disabled. Shame!,2016-06-12 13:39:47+00:00,22705,6085,,Sunday,6,13,39,13.65
Really bad shooting in Orlando. Police investigating possible terrorism. Many people dead and wounded.,2016-06-12 12:07:22+00:00,21563,7273,,Sunday,6,12,7,12.12
"Goofy Elizabeth Warren, sometimes referred to as Pocahontas, pretended to be a Native American in order to advance her career. Very racist!",2016-06-11 23:28:13+00:00,30249,9862,,Saturday,6,23,28,23.47
"Don King, and so many other African Americans who know me well and endorsed me, would not have done so if they thought I was a racist!",2016-06-11 12:00:26+00:00,23465,7793,,Saturday,6,12,0,12.0
Mitt Romney had his chance to beat a failed president but he choked like a dog. Now he calls me racist-but I am least racist person there is,2016-06-11 11:18:19+00:00,28145,9000,,Saturday,6,11,18,11.3
I rarely agree with President Obama- however he is 100% correct about Crooked Hillary Clinton. Great ad!,2016-06-10 16:49:14+00:00,36834,20605,,Friday,6,16,49,16.82
"""@FoxNews: .@JamesRosenFNC: ""Never before has a president endorsed someone under investigation by @TheJusticeDept.""",2016-06-10 12:20:01+00:00,23569,11392,,Friday,6,12,20,12.33
"Pocahontas is at it again! Goofy Elizabeth Warren, one of the least productive U.S. Senators, has a nasty mouth. Hope she is V.P. choice.",2016-06-10 12:07:49+00:00,24081,7664,,Friday,6,12,7,12.12
"How long did it take your staff of 823 people to think that up--and where are your 33,000 emails that you deleted?",2016-06-09 20:40:32+00:00,250275,132801,,Thursday,6,20,40,20.67
A message of condolences and support regarding the terrorist attacks in Tel Aviv: http://bit.ly/1YgDnwmTelAvivMessage,2016-06-09 19:26:49+00:00,12473,4009,,Thursday,6,19,26,19.43
Obama just endorsed Crooked Hillary. He wants four more years of Obama—but nobody else does!,2016-06-09 18:22:21+00:00,69916,28876,,Thursday,6,18,22,18.37
"Crooked Hillary Clinton will be a disaster on jobs, the economy, trade, healthcare, the military, guns and just about all else. Obama plus!",2016-06-09 12:29:24+00:00,27943,9719,,Thursday,6,12,29,12.48
"As expected, the media is very much against me. Their dishonesty is amazing but, just like our big wins in the primaries, we will win!",2016-06-09 12:11:55+00:00,27409,7751,,Thursday,6,12,11,12.18
"Bernie Sanders must really dislike Crooked Hillary after the way she played him. Many of his supporters, because of trade, will come to me.",2016-06-09 01:46:03+00:00,19672,5769,,Thursday,6,1,46,1.77
"I would have had many millions of votes more than Crooked Hillary Clinton except for the fact that I had 16 opponents, she had one!",2016-06-09 00:54:44+00:00,17673,4755,,Thursday,6,0,54,0.9
Thank you! Together we will #MakeAmericaGreatAgain!,2016-06-07 22:45:26+00:00,11397,4142,#MakeAmericaGreatAgain,Tuesday,6,22,45,22.75
"In just out book, Secret Service Agent Gary Byrne doesn't believe that Crooked Hillary has the temperament or integrity to be the president!",2016-06-07 02:21:08+00:00,17957,6537,,Tuesday,6,2,21,2.35
A former Secret Service Agent for President Clinton excoriates Crooked Hillary describing her as ERRATIC & VIOLENT. Bad temperament for pres,2016-06-07 01:51:12+00:00,18335,7117,,Tuesday,6,1,51,1.85
"See, when I said NATO was obsolete because of no terrorism protection, they made the change without giving me credit.",2016-06-06 21:36:49+00:00,10837,4821,,Monday,6,21,36,21.6
"Remembering the fallen heroes on #DDay - June 6, 1944.",2016-06-06 14:29:47+00:00,30500,11952,#DDay,Monday,6,14,29,14.48
Crooked Hillary Clinton has not held a news conference in more than 7 months. Her record is so bad she is unable to answer tough questions!,2016-06-06 13:15:19+00:00,17918,6380,,Monday,6,13,15,13.25
"Just like I have been able to spend far less money than others on the campaign and finish #1, so too should our country. We can be great!",2016-06-06 12:56:07+00:00,14231,4402,,Monday,6,12,56,12.93
"Hillary Clinton is unfit to be president. She has bad judgement, poor leadership skills and a very bad and destructive track record. Change!",2016-06-05 22:15:01+00:00,24156,8858,,Sunday,6,22,15,22.25
I am watching @CNN very little lately because they are so biased against me. Shows are predictable garbage! CNN and MSM is one big lie!,2016-06-05 21:56:01+00:00,17031,5299,,Sunday,6,21,56,21.93
"The Clinton News Network, sometimes referred to as @CNN, is getting more and more biased.They act so indignant-hear them behind closed doors",2016-06-05 21:36:48+00:00,17851,6697,,Sunday,6,21,36,21.6
"Thank you Attorney General Gonzales, so many people feel this way.",2016-06-04 21:24:13+00:00,11093,4987,,Saturday,6,21,24,21.4
We just had the worst jobs report since 2010.,2016-06-04 13:14:26+00:00,11952,4510,,Saturday,6,13,14,13.23
The Mayor of San Jose did a terrible job of ordering the protection of innocent people. The thugs were lucky supporters remained peaceful!,2016-06-04 13:11:09+00:00,17672,6140,,Saturday,6,13,11,13.18
Many of the thugs that attacked the peaceful Trump supporters in San Jose were illegals. They burned the American flag and laughed at police,2016-06-04 13:04:33+00:00,23178,10160,,Saturday,6,13,4,13.07
Muhammad Ali is dead at 74! A truly great champion and a wonderful guy. He will be missed by all!,2016-06-04 04:29:03+00:00,39091,16307,,Saturday,6,4,29,4.48
"Great evening in San Jose other than the thugs. My supporters are far tougher if they want to be, but fortunately they are not hostile.",2016-06-03 19:07:26+00:00,18773,6086,,Friday,6,19,7,19.12
"""I'm a former chief of police in a border town. I'm Hispanic, I'm proud to be Hispanic and I'm 100% behind Trump.""",2016-06-03 16:01:47+00:00,13997,6514,,Friday,6,16,1,16.02
"In Crooked Hillary's telepromter speech yesterday, she made up things that I said or believe but have no basis in fact. Not honest!",2016-06-03 13:13:50+00:00,14173,4422,,Friday,6,13,13,13.22
"Rally last night in San Jose was great. Tremendous love and enthusiasm in the hall. Big crowd. Outside, small group of thugs burned Am flag!",2016-06-03 12:43:51+00:00,12940,4264,,Friday,6,12,43,12.72
"""@TaylorEdwards99: THIS IS @POTUS'S LEGACY! AN ABSOLUTE DISASTER!!! WE NEED @realDonaldTrump NOW!! #MAGA #TRUMP2016",2016-06-02 22:20:29+00:00,11112,5578,#MAGA #TRUMP2016,Thursday,6,22,20,22.33
"A 60% increase in Texas Blue Cross/Blue Shield through ObamaCare. I told you so, there is panic and anger as healthcare costs explode!",2016-06-02 22:16:50+00:00,11275,4486,,Thursday,6,22,16,22.27
So great to have the endorsement and support of Paul Ryan. We will both be working very hard to Make America Great Again!,2016-06-02 21:12:54+00:00,18916,5600,,Thursday,6,21,12,21.2
Bad performance by Crooked Hillary Clinton! Reading poorly from the telepromter! She doesn't even look presidential!,2016-06-02 19:18:14+00:00,19905,6367,,Thursday,6,19,18,19.3
Crooked Hillary no longer has credibility - too much failure in office. People will not allow another four years of incompetence!,2016-06-02 19:15:33+00:00,17268,5541,,Thursday,6,19,15,19.25
"Crooked Hillary Clinton, who I would love to call Lyin' Hillary, is getting ready to totally misrepresent my foreign policy positions.",2016-06-02 17:06:29+00:00,12834,4275,,Thursday,6,17,6,17.1
"Wow, USA Today did todays cover story on my record in lawsuits. Verdict: 450 wins, 38 losses. Isn't that what you want for your president?",2016-06-02 16:31:52+00:00,13683,4360,,Thursday,6,16,31,16.52
Do you ever notice that @CNN gives me very little proper representation on my policies. Just watched-nobody knew anything about my foreign P,2016-06-02 15:57:14+00:00,9489,2992,,Thursday,6,15,57,15.95
Bernie Sanders was right when he said that Crooked Hillary Clinton was not qualified to be president because she suffers from BAD judgement!,2016-06-02 15:10:22+00:00,14469,4349,,Thursday,6,15,10,15.17
